"text","unified_label"
"So they they can get directly onto my channel","Skip"
"So it's basically media converting views that the legacy media has in two views of my own and then converting them into","Skip"
"the glorious bill and to my worldview so","Skip"
"Yeah, tip-speaker. How about to the legacy media who writes about me?","Skip"
"You're doing me a great favor and especially since no one believes your lies anymore","Skip"
"So that is one reason the other reason is that I want to we are in a","Skip"
"Information war against leftist media and whenever they lie about me and I can prove that they are lying","Skip"
"They lose credibility and I gain credibility. So I need to respond even if it's yeah, the","Skip"
"20 seventh time I do one of these videos now gates not that many but damn, you know what I'm in","Skip"
"But anyway, thanks for bearing with me. I do have more","Skip"
"Exciting content coming out. It's just that. It's been crazily busy over here over in last","Skip"
"Last while leave, but we're not I do have some more","Skip"
"Glories content in the pipeline","Skip"
"No, onto the media lies themselves basically it's the first thing I reacted it's in Dutch","Skip"
"But I had a good friend","Skip"
"Translated for me and the first lie is that I have been preaching about the supremacy of the white race","Hate Speech"
"Which I have never done I have never done this for the simple reason that you can't say that one race is supreme over another","Skip"
"If you have an African man trying to survive","Skip"
"Evolutionary speaking in a cold and dark","Skip"
"Scandinavia he will probably not fair so well if you have a ginger Scandinavian trying to survive in","Skip"
"Sahara or the African jungles he will probably not fair so well","Skip"
"So what I've been saying is that we have genetically adapted ourselves to different","Skip"
"environments and what I've also said is that Europe belongs to Europe's native population","Hate Speech"
"The Europeans and I'm very much against the great replacement","Hate Speech"
"That is what I've been saying all these years. I've never said who was superior","Skip"
"So that's a lie the journalist here is there for lying","Skip"
"No, the second line which I thought was so hilarious","Skip"
"I didn't even know if I should respond to it, but that is that the self-improvement advice","Skip"
"I gave is to prepare for a race war that we want. I did not want the great replacement","Hate Speech"
"I did not want to see","Skip"
"the multicultural hell project being implemented upon Europe. This is not something I wanted","Hate Speech"
"I'm saying to guys that they should go to the gym","Skip"
"They should train martial arts to protect themselves and their loved ones","Skip"
"Because they are the victims and their loved ones especially their women our women are the victims","Hate Speech"
"We need to train hard to defend them. So it's not some","Skip"
"scenario that will happen in the future","Skip"
"It has already happened for many years and it happens now and it will continue to happen","Skip"
"So it's not some distant race war that anyone wishes for it is a deteriorating","Skip"
"Society that we're living in at the moment. So it's not something in the future. It is right now","Skip"
"You should be jacked right now. You should stop watching porn right now because it's bad for you","Bad Language"
"And it's nothing to do with our race war. It's about everything self-improvement goes into exactly everything we do","Skip"
"So we can talk about","Skip"
"demographics for example","Skip"
"These liberals they always say oh Europeans need to have more children if they don't we need to","Skip"
"Import a lot of people and then I say","Skip"
"Okay, listen to me","Skip"
"I can give you some good self-improvement advice so you can get our fair maid and it's not a family","Skip"
"So apparently that means I'm preparing for a race war","Skip"
"It doesn't make any sense at all","Skip"
"If I give diet advice if I give advice on how to become happier and more content or finding friends or finding a girl friend or whatever","Skip"
"That apparent demands in the twist and reality of this better left is journalists that I'm preparing for a race war","Skip"
"I'm saying that we are already involved in this war. It's not a race war","Skip"
"But it's a but it's a low intensity war between biocultures and civilizations","Hate Speech"
"That is where we are. I did not wish for this","Skip"
"I'm just trying to make the best out of a bad situation and I'm trying to give the best advice to those a comb to me to","Skip"
"gain good knowledge","Skip"
"So that's my response to this particular media lies. They will probably keep coming but as I said","Skip"
"I'm only happy to receive this","Skip"
"This type of attention because it's always the same. It's been the same for almost three years now","Skip"
"That's some one or some paper writes about me","Skip"
"People search on my name search the golden one on YouTube","Skip"
"Find my stuff and says oh, this isn't congruent with the version","Skip"
"They tried to portray him as this is a reasonable guy who wants the best for people","Skip"
"So yeah, thank you again to mainstream media keep writing. I will only get more subscribers","Skip"
"So thank you for watching Xxo boom","Skip"
"Hello everyone, this video is only allowed to be used as test data for the Delft Inclusive Speech Communication Lab Junction X Challenge.","Skip"
"Please delete this original recording by October 6 and do not share your data with others.","Skip"
"You definitely could save the demo video you made.","Skip"
"Please note the following content does not represent the view of anyone or any organization.","Skip"
"Thank you for your cooperation.","Skip"
"This evening, I cleaned up the kitchen and turned on the TV to listen to the news.","Skip"
"Recent news have discussed workplace pressures on women and the division of labour in the home.","Skip"
"This news made me recall what I heard a few days ago while watching short videos.","Skip"
"I saw someone say, women should stay home to take care of the children.","Hate Speech"
"And earning money is a man's job.","Hate Speech"
"ext","unified_label"
"complementing current programs to stop illegal drug entry","Skip"
"into the United States.","Skip"
"The sixth goal is primary.","Skip"
"We must expand public awareness and prevention.","Skip"
"And we've come a long way on this front.","Skip"
"Attitudes are changing.","Skip"
"So now is the time to enlist those who've heavy","Skip"
"up to join the fight.","Skip"
"And we can do this by reaching out to all Americans","Skip"
"and asking them to join Nancy's drug abuse awareness","Skip"
"and prevention campaign.","Skip"
"Taking a stand in every city, town and village in this country","Skip"
"and making certain drug users fully understand","Skip"
"their fellow citizens will no longer tolerate drug use.","Skip"
"Diseminating credible and accurate information","Skip"
"about the danger posed by drugs.","Skip"
"Users should know we're concerned and understand","Skip"
"there is a legitimate reason to be concerned.","Skip"
"In these next few weeks, the administration","Skip"
"will be preparing for an action campaign","Skip"
"based on many other points I've made here today","Skip"
"to be launched when the kids start returning","Skip"
"to school in the fall.","Skip"
"So this is chapter one, more to come.","Skip"
"Thank you.","Skip"
"Mr. President, do you know for a few years?","Skip"
"You said it anymore, but wait a minute.","Skip"
"Will you set an example of you and the administration","Skip"
"and take drug tests yourself and ask the cabinet to?","Skip"
"I've talked about that with the cabinet.","Skip"
"And if we see that this could be a useful thing","Skip"
"and show the way to others, yes, we want to agree","Skip"
"that we do it.","Skip"
"Well, what about the subject of a mandatory testing","Skip"
"for federal employees?","Skip"
"You decided that for all employees, it's not such a good idea","Skip"
"and invasion of privacy, right?","Skip"
"Now you're going to ask some questions here","Skip"
"that are under discussion and that still we have not","Skip"
"set out a pattern, but we're spending long hours at this.","Skip"
"But I could say this.","Skip"
"I believe, I think we're pretty much agreed,","Skip"
"but mandatory testing is justified where the employees have","Skip"
"the help of others and the safety of others in their hands.","Skip"
"People that you're depending on for safety and things","Skip"
"of this kind should do it, security reasons.","Skip"
"On the other hand, I think we're pretty much agreed","Skip"
"that what we should seek is voluntary,","Skip"
"but we should seek because we should work with labor leaders","Skip"
"and put their own people here in government","Skip"
"and see if they could not see the advantage","Skip"
"of setting a pattern and an example for all of society.","Skip"
"The question is, you wouldn't say anything today","Skip"
"about spending more federal money on drug enforcement.","Skip"
"And in fact, the level of spending","Skip"
"has remained current or go out down a little bit.","Skip"
"Is the rhetoric alone enough to take care of this?","Skip"
"It isn't just rhetoric alone.","Skip"
"We're talking about a lot of people","Skip"
"right now, organizations that are actively engaged","Skip"
"and so forth.","Skip"
"But let me say this.","Skip"
"No, we did step up as far as law enforcement was concerned.","Skip"
"That area.","Skip"
"There seems to be a little misunderstanding","Skip"
"about a reduction out here with regard to grants","Skip"
"and so forth about drug use and rehabilitation and so forth.","Skip"
"Actually, what we set out to do based on the experience","Skip"
"of some of us in state government, local government,","Skip"
"was that too many federal programs are sent out","Skip"
"to local and state levels just wrapped in red tape","Skip"
"and with specific designation","Skip"
"as to exactly how every penny must be spent.","Skip"
"And we found that that is led to a situation","Skip"
"in which many times the greatest part of the money","Skip"
"was used for administrative overhead","Skip"
"and not actually getting at the problem.","Skip"
"So what we did, yes, we reduced,","Skip"
"but we changed to block grants.","Skip"
"And we know from that experience out of the state level","Skip"
"that if you give a block grant and trust","Skip"
"to the local authorities, their freedom","Skip"
"to do this in the most expeditious manner","Skip"
"in their area treat with the problems","Skip"
"that they see as the greatest problem,","Skip"
"that you have more money actually going to the task","Skip"
"and not wasted in federal mandated overhead.","Skip"
"So if I can just follow up then you propose","Skip"
"to do what you outlined today","Skip"
"without spending any additional federal...","Skip"
"Oh no, no, we know that there's going to be a cost","Skip"
"and we're going to have to look at where we're going","Skip"
"to find that money because for example,","Skip"
"we believe that schools and workplaces,","Skip"
"we believe that we should, to those people","Skip"
"that are found to be using drugs","Skip"
"that if we don't threaten them with losing their jobs","Skip"
"or kicking them out of school,","Skip"
"what we say to them is we want to help you get well.","Skip"
"Now this is going to, if there's going to be increased","Skip"
"ext","unified_label"
"Nancy spoke those words in Oakland, California,","Skip"
"just a few years ago.","Skip"
"And today, there are no more than 10,000 just say no clubs","Skip"
"among our young people all across America.","Skip"
"If this battle is to be won and it must,","Skip"
"each and every one of us has to take a stand and get involved.","Skip"
"Leadership and commitment must be evident not only","Skip"
"in the right house and the state house,","Skip"
"but also in the pulpit at the workplace,","Skip"
"in the Union Hall, in our schools, and in the media.","Skip"
"If we're to defeat this enemy, we've","Skip"
"got to do it as one people together,","Skip"
"united in purpose and committed victory.","Skip"
"And victory in this case is a drug-free generation.","Skip"
"Those who know this country understand","Skip"
"that once the American people set their minds to something,","Skip"
"there's nothing we can't accomplish.","Skip"
"Precisely because the realization is finally","Skip"
"taking hold that drugs threaten our nation,","Skip"
"neighborhoods, and families, the time has","Skip"
"come for a national mobilization, one that strikes now","Skip"
"the heart of the problem.","Skip"
"In 1982, we released our first strategy, a federal strategy.","Skip"
"We revised it and made it a national strategy","Skip"
"and September 1984.","Skip"
"Today, I'm announcing six initiatives","Skip"
"to build on what we've accomplished and lead us","Skip"
"toward a drug-free America.","Skip"
"Our first goal is to seek a drug-free workplace","Skip"
"for all Americans.","Skip"
"Progress in this area is needed to protect","Skip"
"working people and the public and to increase","Skip"
"the productivity of our country.","Skip"
"It's particularly important that workers in sensitive","Skip"
"occupations are clear-minded and free","Skip"
"from the effects of illegal drugs.","Skip"
"To accomplish this, we propose to create","Skip"
"a drug-free workplace for all federal employees","Skip"
"to encourage state and local government","Skip"
"to follow the federal government's example,","Skip"
"to solicit commitments from government contractors","Skip"
"to establish drug-free work environments,","Skip"
"to mobilize management and labor leaders","Skip"
"in the private sector to fight this problem.","Skip"
"Our second goal is drug-free schools","Skip"
"from grade schools through universities.","Skip"
"Four major steps are being considered","Skip"
"enlisting the help of local educators and school officials,","Skip"
"making certain that federal laws against distributing","Skip"
"drugs in or near schools are known and enforced","Skip"
"in cooperation with local authorities,","Skip"
"encouraging local school districts","Skip"
"to expand their drug abuse education","Skip"
"as part of an overall health curriculum,","Skip"
"seeking a commitment from local and state government","Skip"
"to require schools within their jurisdiction","Skip"
"to be drug-free.","Skip"
"The health dangers posed by drugs are increasingly evident.","Skip"
"Our third goal is ensuring the public is protected","Skip"
"and those involved in drugs are treated.","Skip"
"Three steps are under consideration.","Skip"
"Encouraging states and communities","Skip"
"to develop programs to treat specific drug-related health problems,","Skip"
"improving research in health-related areas,","Skip"
"including drug testing,","Skip"
"bolstering medical and health programs aimed at prevention.","Skip"
"Fourth is international cooperation.","Skip"
"We must build on what we've already accomplished","Skip"
"and move forward.","Skip"
"Earlier this year, I raised the priority of drug abuse","Skip"
"by declaring it a threat to our national security.","Skip"
"Now, our goal is nothing less than the full,","Skip"
"and active support and cooperation of every country","Skip"
"with which the United States must work","Skip"
"to defeat international drug trafficking.","Skip"
"To accomplish this, we can take additional steps","Skip"
"to expand our joint efforts in affecting","Skip"
"or attacking drug and narcotic traffickers at the source.","Skip"
"Continue Vice President Bush's initiatives","Skip"
"to increase the support given by the United States military","Skip"
"to drug law enforcement operations","Skip"
"whenever it's appropriate.","Skip"
"Intensify efforts with other nations","Skip"
"to hit the traffickers where it hurts in the pocketbook,","Skip"
"by further clamping down on money laundering","Skip"
"and other transactions conducted with drug money.","Skip"
"Our fifth goal is strengthening law enforcement.","Skip"
"Here again, much has been accomplished,","Skip"
"but we can build upon existing programs","Skip"
"to hit drug traffickers with the force and power","Skip"
"of a renewed sense of purpose.","Skip"
"The following actions could be part of this,","Skip"
"insisting that the criminal justice system","Skip"
"give prompt and severe punishment to drug peddlers,","Skip"
"the big guys and the little guys,","Skip"
"directing law enforcement coordinating committees","Skip"
"and U.S. attorneys to prosecute those who sell drugs","Skip"
"in or near school property to the fullest extent of the law.","Skip"
"Instructing the Vice President and Attorney General","Skip"
"to expedite a comprehensive new effort on our southern border,","Skip"
